symbol,cik,exchange,filing_type,sec_form,source_url,source_published_at,retrieved_at,filing_path,section_start,section_end,accession_or_document_id,accession_number,primary_document,sec_form_original,acceptance_datetime,report_date,sec_submission_url,filing_selection_policy,filing_selection_tier,filing_selection_family,selection_reason,selected_sec_form_base,newer_supported_filing_displaced_count,newer_supported_filing_forms,lower_tier_newer_filing_forms,foundational_candidate_count,business_prospectus_424b_candidate_count,supplement_424b_candidate_count,unknown_424b_candidate_count,selection_warnings
FLY,0001860160,Nasdaq,S-1,S-1,https://www.sec.gov/Archives/edgar/data/1860160/000119312526239249/d104612ds1.htm,2026-05-26,2026-07-16,,,,0001193125-26-239249/d104612ds1.htm,0001193125-26-239249,d104612ds1.htm,S-1,2026-05-26T20:06:26.000Z,,https://data.sec.gov/submissions/CIK0001860160.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,S-1,4,424B3;424B4,424B3;424B4,7,11,0,0,newer_supported_filing_displaced_by_policy
FN,0001408710,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1408710/000140871025000039/fn-20250627.htm,2025-08-19,2026-07-16,,,,0001408710-25-000039/fn-20250627.htm,0001408710-25-000039,fn-20250627.htm,10-K,2025-08-19T11:13:26.000Z,2025-06-27,https://data.sec.gov/submissions/CIK0001408710.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,27,3,3,0,
GILT,0000897322,Nasdaq,20-F,20-F,https://www.sec.gov/Archives/edgar/data/897322/000117891326000929/zk2634518.htm,2026-03-16,2026-07-16,,,,0001178913-26-000929/zk2634518.htm,0001178913-26-000929,zk2634518.htm,20-F,2026-03-16T20:19:17.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0000897322.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,20-F,0,,,20,4,1,0,
GSAT,0001366868,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1366868/000136686826000012/gsat-20251231.htm,2026-02-27,2026-07-16,,,,0001366868-26-000012/gsat-20251231.htm,0001366868-26-000012,gsat-20251231.htm,10-K,2026-02-27T21:27:30.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001366868.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,25,17,12,0,
HQ,0002088256,Nasdaq,F-1,F-1,https://www.sec.gov/Archives/edgar/data/2088256/000121390026044735/ea0285766-f1_horizon.htm,2026-04-16,2026-07-16,,,,0001213900-26-044735/ea0285766-f1_horizon.htm,0001213900-26-044735,ea0285766-f1_horizon.htm,F-1,2026-04-16T21:16:45.000Z,,https://data.sec.gov/submissions/CIK0002088256.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,F-1,1,424B3,424B3,3,3,0,0,newer_supported_filing_displaced_by_policy
IMSR,0002019804,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/2019804/000110465926036846/tmb-20251231x10k.htm,2026-03-30,2026-07-16,,,,0001104659-26-036846/tmb-20251231x10k.htm,0001104659-26-036846,tmb-20251231x10k.htm,10-K,2026-03-30T17:32:52.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0002019804.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,4,424B3,424B3,9,8,0,0,newer_supported_filing_displaced_by_policy
INFQ,0002007825,NYSE,S-1,S-1,https://www.sec.gov/Archives/edgar/data/2007825/000119312526135000/d946641ds1.htm,2026-03-31,2026-07-16,,,,0001193125-26-135000/d946641ds1.htm,0001193125-26-135000,d946641ds1.htm,S-1,2026-03-31T21:25:32.000Z,,https://data.sec.gov/submissions/CIK0002007825.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,S-1,5,424B3,424B3,4,7,0,0,newer_supported_filing_displaced_by_policy
IONQ,0001824920,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1824920/000119312526071562/ionq-20251231.htm,2026-02-25,2026-07-16,,,,0001193125-26-071562/ionq-20251231.htm,0001193125-26-071562,ionq-20251231.htm,10-K,2026-02-25T21:11:14.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001824920.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,4,424B3;424B7,424B3;424B7,13,13,14,0,newer_supported_filing_displaced_by_policy
IQMX,0002113060,Nasdaq,424B,424B3,https://www.sec.gov/Archives/edgar/data/2113060/000119312526259957/d900375d424b3.htm,2026-06-05,2026-07-16,,,,0001193125-26-259957/d900375d424b3.htm,0001193125-26-259957,d900375d424b3.htm,424B3,2026-06-05T21:23:26.000Z,,https://data.sec.gov/submissions/CIK0002113060.json,foundational-first,business_prospectus_fallback,business_prospectus_424b,selected_business_prospectus_fallback_no_foundational_filing,424B3,0,,,0,1,0,0,no_foundational_business_filing_available
IREN,0001878848,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1878848/000187884825000063/iren-20250630.htm,2025-08-28,2026-07-16,,,,0001878848-25-000063/iren-20250630.htm,0001878848-25-000063,iren-20250630.htm,10-K,2025-08-28T20:11:57.000Z,2025-06-30,https://data.sec.gov/submissions/CIK0001878848.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,3,424B5,424B5,15,12,3,0,newer_supported_filing_displaced_by_policy
KTOS,0001069258,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1069258/000106925826000013/ktos-20251228.htm,2026-02-23,2026-07-16,,,,0001069258-26-000013/ktos-20251228.htm,0001069258-26-000013,ktos-20251228.htm,10-K,2026-02-23T21:48:04.000Z,2025-12-28,https://data.sec.gov/submissions/CIK0001069258.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,3,424B3;424B5,424B3;424B5,7,4,8,0,newer_supported_filing_displaced_by_policy
LEU,0001065059,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1065059/000162828026007117/leu-20251231.htm,2026-02-11,2026-07-16,,,,0001628280-26-007117/leu-20251231.htm,0001628280-26-007117,leu-20251231.htm,10-K,2026-02-11T12:26:45.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001065059.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,17,0,8,0,
LITE,0001633978,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1633978/000162828025040830/lite-20250628.htm,2025-08-19,2026-07-16,,,,0001628280-25-040830/lite-20250628.htm,0001628280-25-040830,lite-20250628.htm,10-K,2025-08-19T21:09:47.000Z,2025-06-28,https://data.sec.gov/submissions/CIK0001633978.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,10,1,0,0,
LUNR,0001844452,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1844452/000162828026019865/lunr-20251231.htm,2026-03-19,2026-07-16,,,,0001628280-26-019865/lunr-20251231.htm,0001628280-26-019865,lunr-20251231.htm,10-K,2026-03-19T20:56:14.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001844452.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,1,424B5,424B5,20,51,2,0,newer_supported_filing_displaced_by_policy
MU,0000723125,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/mu-20250828.htm,2025-10-03,2026-07-16,,,,0000723125-25-000028/mu-20250828.htm,0000723125-25-000028,mu-20250828.htm,10-K,2025-10-03T18:42:25.000Z,2025-08-28,https://data.sec.gov/submissions/CIK0000723125.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,9,0,22,0,
NBIS,0001513845,Nasdaq,20-F,20-F/A,https://www.sec.gov/Archives/edgar/data/1513845/000110465926065681/nbis-20251231x20fa.htm,2026-05-22,2026-07-16,,,,0001104659-26-065681/nbis-20251231x20fa.htm,0001104659-26-065681,nbis-20251231x20fa.htm,20-F/A,2026-05-22T20:01:31.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001513845.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,20-F,0,,,25,1,10,0,
NNE,0001923891,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1923891/000149315225028285/form10-k.htm,2025-12-18,2026-07-16,,,,0001493152-25-028285/form10-k.htm,0001493152-25-028285,form10-k.htm,10-K,2025-12-18T13:17:20.000Z,2025-09-30,https://data.sec.gov/submissions/CIK0001923891.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,3,424B3;424B5,424B3;424B5,10,8,1,0,newer_supported_filing_displaced_by_policy
NUCL,0002089283,Nasdaq,S-1,S-1/A,https://www.sec.gov/Archives/edgar/data/2089283/000110465926047040/tmb-20260228xs1a.htm,2026-04-23,2026-07-16,,,,0001104659-26-047040/tmb-20260228xs1a.htm,0001104659-26-047040,tmb-20260228xs1a.htm,S-1/A,2026-04-23T01:09:52.000Z,,https://data.sec.gov/submissions/CIK0002089283.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,S-1,1,424B3,424B3,3,2,0,0,newer_supported_filing_displaced_by_policy
OCC,0001000230,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1000230/000143774925038228/occ20251031_10k.htm,2025-12-18,2026-07-16,,,,0001437749-25-038228/occ20251031_10k.htm,0001437749-25-038228,occ20251031_10k.htm,10-K,2025-12-18T16:31:00.000Z,2025-10-31,https://data.sec.gov/submissions/CIK0001000230.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,27,0,0,0,
OKLO,0001849056,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1849056/000162828026018698/oklo-20251231.htm,2026-03-17,2026-07-16,,,,0001628280-26-018698/oklo-20251231.htm,0001628280-26-018698,oklo-20251231.htm,10-K,2026-03-17T20:05:06.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001849056.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,1,424B5,424B5,12,22,5,0,newer_supported_filing_displaced_by_policy
POET,0001437424,Nasdaq,20-F,20-F,https://www.sec.gov/Archives/edgar/data/1437424/000149315226014253/form20-f.htm,2026-03-31,2026-07-16,,,,0001493152-26-014253/form20-f.htm,0001493152-26-014253,form20-f.htm,20-F,2026-03-31T20:43:59.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001437424.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,20-F,1,424B5,424B5,15,0,7,0,newer_supported_filing_displaced_by_policy
PWR,0001050915,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1050915/000105091526000006/pwr-20251231.htm,2026-02-19,2026-07-16,,,,0001050915-26-000006/pwr-20251231.htm,0001050915-26-000006,pwr-20251231.htm,10-K,2026-02-19T14:58:03.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001050915.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,14,0,8,0,
QBTS,0001907982,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1907982/000190798226000026/qbts-20251231.htm,2026-02-26,2026-07-16,,,,0001907982-26-000026/qbts-20251231.htm,0001907982-26-000026,qbts-20251231.htm,10-K,2026-02-26T21:13:29.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001907982.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,15,107,8,0,
QUBT,0001758009,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1758009/000121390026022417/ea0278445-10k_quantum.htm,2026-03-02,2026-07-16,,,,0001213900-26-022417/ea0278445-10k_quantum.htm,0001213900-26-022417,ea0278445-10k_quantum.htm,10-K,2026-03-02T22:06:38.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001758009.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,24,6,4,0,
RDW,0001819810,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1819810/000181981026000029/rdw-20251231.htm,2026-02-27,2026-07-16,,,,0001819810-26-000029/rdw-20251231.htm,0001819810-26-000029,rdw-20251231.htm,10-K,2026-02-27T22:15:43.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001819810.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,2,424B5,424B5,15,32,5,0,newer_supported_filing_displaced_by_policy
RGTI,0001838359,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1838359/000110465926023454/rgti-20251231x10k.htm,2026-03-04,2026-07-16,,,,0001104659-26-023454/rgti-20251231x10k.htm,0001104659-26-023454,rgti-20251231x10k.htm,10-K,2026-03-04T21:12:06.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001838359.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,15,63,3,0,
RKLB,0001819994,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1819994/000181999426000013/rklb-20251231.htm,2026-02-26,2026-07-16,,,,0001819994-26-000013/rklb-20251231.htm,0001819994-26-000013,rklb-20251231.htm,10-K,2026-02-26T21:31:49.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001819994.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,3,424B5;424B7,424B5;424B7,14,55,7,0,newer_supported_filing_displaced_by_policy
SMR,0001822966,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1822966/000182296626000018/smr-20251231.htm,2026-02-26,2026-07-16,,,,0001822966-26-000018/smr-20251231.htm,0001822966-26-000018,smr-20251231.htm,10-K,2026-02-26T22:27:21.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001822966.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,1,424B5,424B5,16,11,5,0,newer_supported_filing_displaced_by_policy
SPCX,0001181412,Nasdaq,S-1,S-1/A,https://www.sec.gov/Archives/edgar/data/1181412/000162828026040364/spaceexplorationtechnologib.htm,2026-06-03,2026-07-16,,,,0001628280-26-040364/spaceexplorationtechnologib.htm,0001628280-26-040364,spaceexplorationtechnologib.htm,S-1/A,2026-06-03T20:30:59.000Z,,https://data.sec.gov/submissions/CIK0001181412.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,S-1,1,424B4,424B4,3,1,0,0,newer_supported_filing_displaced_by_policy
VOYG,0001788060,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1788060/000162828026016543/voyg-20251231.htm,2026-03-10,2026-07-16,,,,0001628280-26-016543/voyg-20251231.htm,0001628280-26-016543,voyg-20251231.htm,10-K,2026-03-10T21:17:18.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001788060.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,4,1,0,0,
VRT,0001674101,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1674101/000167410126000008/vrt-20251231.htm,2026-02-13,2026-07-16,,,,0001674101-26-000008/vrt-20251231.htm,0001674101-26-000008,vrt-20251231.htm,10-K,2026-02-13T21:10:21.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001674101.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,2,424B5,424B5,14,23,2,0,newer_supported_filing_displaced_by_policy
WULF,0001083301,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/1083301/000108330126000031/wulf-20251231.htm,2026-02-27,2026-07-16,,,,0001083301-26-000031/wulf-20251231.htm,0001083301-26-000031,wulf-20251231.htm,10-K,2026-02-27T18:54:10.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0001083301.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,10-K,3,424B5,424B5,20,1,18,0,newer_supported_filing_displaced_by_policy
WYFI,0002042022,Nasdaq,10-K,10-K,https://www.sec.gov/Archives/edgar/data/2042022/000121390026034341/ea0278305-10k_white.htm,2026-03-26,2026-07-16,,,,0001213900-26-034341/ea0278305-10k_white.htm,0001213900-26-034341,ea0278305-10k_white.htm,10-K,2026-03-26T11:00:37.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0002042022.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,5,1,0,0,
XNDU,0002097163,Nasdaq,F-1,F-1,https://www.sec.gov/Archives/edgar/data/2097163/000121390026060259/ea0290512-f1_xanadu.htm,2026-05-22,2026-07-16,,,,0001213900-26-060259/ea0290512-f1_xanadu.htm,0001213900-26-060259,ea0290512-f1_xanadu.htm,F-1,2026-05-22T01:26:32.000Z,,https://data.sec.gov/submissions/CIK0002097163.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_foundational_business_filing_over_newer_supported_filing,F-1,1,424B3,424B3,4,6,0,0,newer_supported_filing_displaced_by_policy
YSS,0002086587,NYSE,10-K,10-K,https://www.sec.gov/Archives/edgar/data/2086587/000162828026019923/yorkspacesystemsinc10-k.htm,2026-03-20,2026-07-16,,,,0001628280-26-019923/yorkspacesystemsinc10-k.htm,0001628280-26-019923,yorkspacesystemsinc10-k.htm,10-K,2026-03-19T22:47:41.000Z,2025-12-31,https://data.sec.gov/submissions/CIK0002086587.json,foundational-first,foundational_business_filing,foundational_business_filing,selected_newest_foundational_business_filing,10-K,0,,,5,1,0,0,
