symbol,cik,exchange,filing_type,sec_form,source_url,source_published_at,retrieved_at,filing_path,section_start,section_end,accession_or_document_id,accession_number,primary_document,sec_form_original,acceptance_datetime,report_date,sec_submission_url,filing_selection_policy,filing_selection_tier,filing_selection_family,selection_reason,selected_sec_form_base,newer_supported_filing_displaced_count,newer_supported_filing_forms,lower_tier_newer_filing_forms,foundational_candidate_count,business_prospectus_424b_candidate_count,supplement_424b_candidate_count,unknown_424b_candidate_count,selection_warnings
FN,0001408710,NYSE,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1408710/000140871026000016/fn-20260327.htm,2026-05-05,2026-07-13,,,,0001408710-26-000016/fn-20260327.htm,0001408710-26-000016,fn-20260327.htm,10-Q,2026-05-05T11:14:28.000Z,2026-03-27,https://data.sec.gov/submissions/CIK0001408710.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
GILT,0000897322,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/897322/000117891326003425/zk2635654.htm,2026-07-07,2026-07-13,,,,0001178913-26-003425/zk2635654.htm,0001178913-26-003425,zk2635654.htm,6-K,2026-07-07T11:00:09.000Z,2026-07-07,https://data.sec.gov/submissions/CIK0000897322.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
GSAT,0001366868,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1366868/000136686826000031/gsat-20260513.htm,2026-05-15,2026-07-13,,,,0001366868-26-000031/gsat-20260513.htm,0001366868-26-000031,gsat-20260513.htm,8-K,2026-05-14T21:50:13.000Z,2026-05-13,https://data.sec.gov/submissions/CIK0001366868.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
HQ,0002088256,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/2088256/000121390026052179/ea0288941-6k_horizon.htm,2026-05-05,2026-07-13,,,,0001213900-26-052179/ea0288941-6k_horizon.htm,0001213900-26-052179,ea0288941-6k_horizon.htm,6-K,2026-05-05T20:05:18.000Z,2026-05-05,https://data.sec.gov/submissions/CIK0002088256.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
IONQ,0001824920,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1824920/000119312526276342/ionq-20260616.htm,2026-06-22,2026-07-13,,,,0001193125-26-276342/ionq-20260616.htm,0001193125-26-276342,ionq-20260616.htm,8-K,2026-06-19T01:55:16.000Z,2026-06-16,https://data.sec.gov/submissions/CIK0001824920.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
IQMX,0002113060,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/2113060/000119312526301565/d114918d6k.htm,2026-07-13,2026-07-13,,,,0001193125-26-301565/d114918d6k.htm,0001193125-26-301565,d114918d6k.htm,6-K,2026-07-13T09:57:10.000Z,2026-07-13,https://data.sec.gov/submissions/CIK0002113060.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
IREN,0001878848,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1878848/000114036126027202/ef20077190_8k.htm,2026-07-01,2026-07-13,,,,0001140361-26-027202/ef20077190_8k.htm,0001140361-26-027202,ef20077190_8k.htm,8-K,2026-07-01T20:05:32.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001878848.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
KTOS,0001069258,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1069258/000106925826000064/ktos-20260515.htm,2026-05-15,2026-07-13,,,,0001069258-26-000064/ktos-20260515.htm,0001069258-26-000064,ktos-20260515.htm,8-K,2026-05-15T20:03:54.000Z,2026-05-15,https://data.sec.gov/submissions/CIK0001069258.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
LEU,0001065059,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1065059/000162828026046801/leu-20260630.htm,2026-07-02,2026-07-13,,,,0001628280-26-046801/leu-20260630.htm,0001628280-26-046801,leu-20260630.htm,8-K,2026-07-02T17:47:52.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001065059.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
LITE,0001633978,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1633978/000119312526249535/d112771d8k.htm,2026-06-01,2026-07-13,,,,0001193125-26-249535/d112771d8k.htm,0001193125-26-249535,d112771d8k.htm,8-K,2026-06-01T10:01:42.000Z,2026-05-29,https://data.sec.gov/submissions/CIK0001633978.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
LUNR,0001844452,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1844452/000162828026041526/lunr-20260608.htm,2026-06-08,2026-07-13,,,,0001628280-26-041526/lunr-20260608.htm,0001628280-26-041526,lunr-20260608.htm,8-K,2026-06-08T20:04:33.000Z,2026-06-08,https://data.sec.gov/submissions/CIK0001844452.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
MDA,0001857047,NYSE,6-K,6-K,https://www.sec.gov/Archives/edgar/data/1857047/000110465926082349/tm2619705d7_6k.htm,2026-07-10,2026-07-13,,,,0001104659-26-082349/tm2619705d7_6k.htm,0001104659-26-082349,tm2619705d7_6k.htm,6-K,2026-07-09T21:46:03.000Z,2026-07-09,https://data.sec.gov/submissions/CIK0001857047.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
MU,0000723125,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/723125/000072312526000015/mu-20260528.htm,2026-06-25,2026-07-13,,,,0000723125-26-000015/mu-20260528.htm,0000723125-26-000015,mu-20260528.htm,10-Q,2026-06-24T22:59:46.000Z,2026-05-28,https://data.sec.gov/submissions/CIK0000723125.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
NBIS,0001513845,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/1513845/000110465926074352/tm2618059d1_6k.htm,2026-06-16,2026-07-13,,,,0001104659-26-074352/tm2618059d1_6k.htm,0001104659-26-074352,tm2618059d1_6k.htm,6-K,2026-06-16T12:58:10.000Z,2026-06-16,https://data.sec.gov/submissions/CIK0001513845.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
NNE,0001923891,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1923891/000149315226030124/form8-k.htm,2026-06-25,2026-07-13,,,,0001493152-26-030124/form8-k.htm,0001493152-26-030124,form8-k.htm,8-K,2026-06-25T20:15:17.000Z,2026-06-25,https://data.sec.gov/submissions/CIK0001923891.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
NUCL,0002089283,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2089283/000110465926043864/tm2611759d1_8k.htm,2026-04-15,2026-07-13,,,,0001104659-26-043864/tm2611759d1_8k.htm,0001104659-26-043864,tm2611759d1_8k.htm,8-K,2026-04-15T21:25:29.000Z,2026-04-15,https://data.sec.gov/submissions/CIK0002089283.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
OKLO,0001849056,NYSE,10-Q,10-Q/A,https://www.sec.gov/Archives/edgar/data/1849056/000184905626000037/oklo-20260331.htm,2026-06-17,2026-07-13,,,,0001849056-26-000037/oklo-20260331.htm,0001849056-26-000037,oklo-20260331.htm,10-Q/A,2026-06-17T00:37:40.000Z,2026-03-31,https://data.sec.gov/submissions/CIK0001849056.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
PWR,0001050915,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1050915/000119312526241989/d122565d8k.htm,2026-05-27,2026-07-13,,,,0001193125-26-241989/d122565d8k.htm,0001193125-26-241989,d122565d8k.htm,8-K,2026-05-27T20:30:30.000Z,2026-05-21,https://data.sec.gov/submissions/CIK0001050915.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
QBTS,0001907982,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1907982/000190798226000097/qbts-20260707.htm,2026-07-07,2026-07-13,,,,0001907982-26-000097/qbts-20260707.htm,0001907982-26-000097,qbts-20260707.htm,8-K,2026-07-07T11:02:12.000Z,2026-07-07,https://data.sec.gov/submissions/CIK0001907982.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
QUBT,0001758009,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1758009/000121390026073258/ea0296335-8k_quantum.htm,2026-06-30,2026-07-13,,,,0001213900-26-073258/ea0296335-8k_quantum.htm,0001213900-26-073258,ea0296335-8k_quantum.htm,8-K,2026-06-29T22:46:04.000Z,2026-06-24,https://data.sec.gov/submissions/CIK0001758009.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
RDW,0001819810,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1819810/000181981026000084/rdw-20260630.htm,2026-07-01,2026-07-13,,,,0001819810-26-000084/rdw-20260630.htm,0001819810-26-000084,rdw-20260630.htm,8-K,2026-07-01T20:21:36.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001819810.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
RGTI,0001838359,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1838359/000110465926072623/tm2617136d1_8k.htm,2026-06-11,2026-07-13,,,,0001104659-26-072623/tm2617136d1_8k.htm,0001104659-26-072623,tm2617136d1_8k.htm,8-K,2026-06-11T11:30:37.000Z,2026-06-09,https://data.sec.gov/submissions/CIK0001838359.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
RKLB,0001819994,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1819994/000175392626001085/g085783_8k.htm,2026-06-29,2026-07-13,,,,0001753926-26-001085/g085783_8k.htm,0001753926-26-001085,g085783_8k.htm,8-K,2026-06-29T12:11:57.000Z,2026-06-28,https://data.sec.gov/submissions/CIK0001819994.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
SMR,0001822966,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1822966/000182296626000058/smr-20260529.htm,2026-06-02,2026-07-13,,,,0001822966-26-000058/smr-20260529.htm,0001822966-26-000058,smr-20260529.htm,8-K,2026-06-02T20:44:13.000Z,2026-05-29,https://data.sec.gov/submissions/CIK0001822966.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
SPCX,0001181412,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1181412/000162828026045763/spcx-closing8xkjune2026.htm,2026-06-26,2026-07-13,,,,0001628280-26-045763/spcx-closing8xkjune2026.htm,0001628280-26-045763,spcx-closing8xkjune2026.htm,8-K,2026-06-26T20:14:27.000Z,2026-06-26,https://data.sec.gov/submissions/CIK0001181412.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
VOYG,0001788060,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1788060/000162828026047657/voyg-20260706.htm,2026-07-08,2026-07-13,,,,0001628280-26-047657/voyg-20260706.htm,0001628280-26-047657,voyg-20260706.htm,8-K,2026-07-08T20:27:54.000Z,2026-07-06,https://data.sec.gov/submissions/CIK0001788060.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
VRT,0001674101,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1674101/000162828026044317/vrt-20260617.htm,2026-06-18,2026-07-13,,,,0001628280-26-044317/vrt-20260617.htm,0001628280-26-044317,vrt-20260617.htm,8-K,2026-06-18T20:17:55.000Z,2026-06-17,https://data.sec.gov/submissions/CIK0001674101.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
XNDU,0002097163,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/2097163/000121390026059832/ea0291791-6k_xanadu.htm,2026-05-21,2026-07-13,,,,0001213900-26-059832/ea0291791-6k_xanadu.htm,0001213900-26-059832,ea0291791-6k_xanadu.htm,6-K,2026-05-21T11:36:54.000Z,2026-05-21,https://data.sec.gov/submissions/CIK0002097163.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
YSS,0002086587,NYSE,8-K,8-K/A,https://www.sec.gov/Archives/edgar/data/2086587/000162828026040636/yss-20260515.htm,2026-06-04,2026-07-13,,,,0001628280-26-040636/yss-20260515.htm,0001628280-26-040636,yss-20260515.htm,8-K/A,2026-06-04T12:52:18.000Z,2026-05-15,https://data.sec.gov/submissions/CIK0002086587.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
