symbol,cik,exchange,filing_type,sec_form,source_url,source_published_at,retrieved_at,filing_path,section_start,section_end,accession_or_document_id,accession_number,primary_document,sec_form_original,acceptance_datetime,report_date,sec_submission_url,filing_selection_policy,filing_selection_tier,filing_selection_family,selection_reason,selected_sec_form_base,newer_supported_filing_displaced_count,newer_supported_filing_forms,lower_tier_newer_filing_forms,foundational_candidate_count,business_prospectus_424b_candidate_count,supplement_424b_candidate_count,unknown_424b_candidate_count,selection_warnings
CBRS,0002021728,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/2021728/000162828026056357/cbrs-20260630.htm,2026-08-12,2026-09-25,,,,0001628280-26-056357/cbrs-20260630.htm,0001628280-26-056357,cbrs-20260630.htm,10-Q,2026-08-12T21:15:51.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0002021728.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
CIFR,0001819989,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1819989/000181998926000041/cifr-20260630.htm,2026-08-04,2026-09-25,,,,0001819989-26-000041/cifr-20260630.htm,0001819989-26-000041,cifr-20260630.htm,10-Q,2026-08-04T13:07:07.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001819989.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
COHR,0000820318,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/820318/000119312526375462/d110649d8k.htm,2026-08-31,2026-09-25,,,,0001193125-26-375462/d110649d8k.htm,0001193125-26-375462,d110649d8k.htm,8-K,2026-08-31T12:00:06.000Z,2026-08-27,https://data.sec.gov/submissions/CIK0000820318.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
CRCL,0001876042,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1876042/000187604226000276/crcl-20260917.htm,2026-09-22,2026-09-25,,,,0001876042-26-000276/crcl-20260917.htm,0001876042-26-000276,crcl-20260917.htm,8-K,2026-09-22T10:54:27.000Z,2026-09-17,https://data.sec.gov/submissions/CIK0001876042.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
CRDO,0001807794,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1807794/000162828026060111/crdo-20260801.htm,2026-09-02,2026-09-25,,,,0001628280-26-060111/crdo-20260801.htm,0001628280-26-060111,crdo-20260801.htm,10-Q,2026-09-02T20:21:11.000Z,2026-08-01,https://data.sec.gov/submissions/CIK0001807794.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
CRWV,0001769628,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000432/crwv-20260917.htm,2026-09-22,2026-09-25,,,,0001769628-26-000432/crwv-20260917.htm,0001769628-26-000432,crwv-20260917.htm,8-K,2026-09-22T20:17:14.000Z,2026-09-17,https://data.sec.gov/submissions/CIK0001769628.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
ENRD,0002095096,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/2095096/000149315226041550/form6-k.htm,2026-09-04,2026-09-25,,,,0001493152-26-041550/form6-k.htm,0001493152-26-041550,form6-k.htm,6-K,2026-09-04T20:17:33.000Z,2026-09-04,https://data.sec.gov/submissions/CIK0002095096.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
EOSE,0001805077,Nasdaq,8-K,8-K/A,https://www.sec.gov/Archives/edgar/data/1805077/000162828026062265/eose-20260910.htm,2026-09-16,2026-09-25,,,,0001628280-26-062265/eose-20260910.htm,0001628280-26-062265,eose-20260910.htm,8-K/A,2026-09-16T20:24:20.000Z,2026-09-10,https://data.sec.gov/submissions/CIK0001805077.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
ETN,0001551182,NYSE,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000030/etn-20260630.htm,2026-07-31,2026-09-25,,,,0001551182-26-000030/etn-20260630.htm,0001551182-26-000030,etn-20260630.htm,10-Q,2026-07-31T16:16:16.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001551182.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
FLY,0001860160,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1860160/000186016026000023/fly-20260630.htm,2026-08-11,2026-09-25,,,,0001860160-26-000023/fly-20260630.htm,0001860160-26-000023,fly-20260630.htm,10-Q,2026-08-11T21:15:50.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001860160.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
FN,0001408710,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1408710/000140871026000026/fn-20260811.htm,2026-08-17,2026-09-25,,,,0001408710-26-000026/fn-20260811.htm,0001408710-26-000026,fn-20260811.htm,8-K,2026-08-17T20:22:03.000Z,2026-08-11,https://data.sec.gov/submissions/CIK0001408710.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
FRMI,0002071778,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2071778/000121390026095719/ea0303852-8k_fermi.htm,2026-08-31,2026-09-25,,,,0001213900-26-095719/ea0303852-8k_fermi.htm,0001213900-26-095719,ea0303852-8k_fermi.htm,8-K,2026-08-31T20:15:14.000Z,2026-08-25,https://data.sec.gov/submissions/CIK0002071778.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
GILT,0000897322,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/897322/000117891326004448/zk2636093.htm,2026-09-09,2026-09-25,,,,0001178913-26-004448/zk2636093.htm,0001178913-26-004448,zk2636093.htm,6-K,2026-09-09T11:00:06.000Z,2026-09-09,https://data.sec.gov/submissions/CIK0000897322.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
GSAT,0001366868,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1366868/000136686826000039/gsat-20260630.htm,2026-08-06,2026-09-25,,,,0001366868-26-000039/gsat-20260630.htm,0001366868-26-000039,gsat-20260630.htm,10-Q,2026-08-06T12:08:57.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001366868.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
HQ,0002088256,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/2088256/000121390026085209/ea0299862-6k_horizon.htm,2026-08-04,2026-09-25,,,,0001213900-26-085209/ea0299862-6k_horizon.htm,0001213900-26-085209,ea0299862-6k_horizon.htm,6-K,2026-08-04T20:30:45.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0002088256.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
IMSR,0002019804,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/2019804/000110465926094085/tmb-20260630x10q.htm,2026-08-11,2026-09-25,,,,0001104659-26-094085/tmb-20260630x10q.htm,0001104659-26-094085,tmb-20260630x10q.htm,10-Q,2026-08-11T20:30:38.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0002019804.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
INFQ,0002007825,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2007825/000162828026063328/infq-20260924.htm,2026-09-24,2026-09-25,,,,0001628280-26-063328/infq-20260924.htm,0001628280-26-063328,infq-20260924.htm,8-K,2026-09-24T13:10:31.000Z,2026-09-24,https://data.sec.gov/submissions/CIK0002007825.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
IONQ,0001824920,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1824920/000119312526384388/ionq-20260908.htm,2026-09-08,2026-09-25,,,,0001193125-26-384388/ionq-20260908.htm,0001193125-26-384388,ionq-20260908.htm,8-K,2026-09-08T11:40:15.000Z,2026-09-08,https://data.sec.gov/submissions/CIK0001824920.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
IQMX,0002113060,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/2113060/000119312526331538/iqmx_6-k_q2_aug_2026_new.htm,2026-08-04,2026-09-25,,,,0001193125-26-331538/iqmx_6-k_q2_aug_2026_new.htm,0001193125-26-331538,iqmx_6-k_q2_aug_2026_new.htm,6-K,2026-08-04T11:12:58.000Z,2026-08-04,https://data.sec.gov/submissions/CIK0002113060.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
IREN,0001878848,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1878848/000187884826000051/iren-20260827.htm,2026-08-27,2026-09-25,,,,0001878848-26-000051/iren-20260827.htm,0001878848-26-000051,iren-20260827.htm,8-K,2026-08-27T20:13:20.000Z,2026-08-27,https://data.sec.gov/submissions/CIK0001878848.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
KEEL,0001812477,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1812477/000181247726000023/keel-20260630.htm,2026-08-10,2026-09-25,,,,0001812477-26-000023/keel-20260630.htm,0001812477-26-000023,keel-20260630.htm,10-Q,2026-08-10T11:34:46.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001812477.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
KTOS,0001069258,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1069258/000106925826000077/ktos-20260628.htm,2026-08-04,2026-09-25,,,,0001069258-26-000077/ktos-20260628.htm,0001069258-26-000077,ktos-20260628.htm,10-Q,2026-08-04T20:28:48.000Z,2026-06-28,https://data.sec.gov/submissions/CIK0001069258.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
LASR,0001124796,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1124796/000112479626000038/lasr-20260630.htm,2026-08-07,2026-09-25,,,,0001124796-26-000038/lasr-20260630.htm,0001124796-26-000038,lasr-20260630.htm,10-Q,2026-08-07T16:04:59.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001124796.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
LEU,0001065059,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1065059/000162828026062535/leu-20260917.htm,2026-09-17,2026-09-25,,,,0001628280-26-062535/leu-20260917.htm,0001628280-26-062535,leu-20260917.htm,8-K,2026-09-17T20:39:52.000Z,2026-09-17,https://data.sec.gov/submissions/CIK0001065059.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
LITE,0001633978,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1633978/000162828026055726/lite-20260811.htm,2026-08-11,2026-09-25,,,,0001628280-26-055726/lite-20260811.htm,0001628280-26-055726,lite-20260811.htm,8-K,2026-08-11T20:24:11.000Z,2026-08-11,https://data.sec.gov/submissions/CIK0001633978.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
LUNR,0001844452,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1844452/000162828026056821/lunr-20260630.htm,2026-08-13,2026-09-25,,,,0001628280-26-056821/lunr-20260630.htm,0001628280-26-056821,lunr-20260630.htm,10-Q,2026-08-13T21:09:57.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001844452.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
MDA,0001857047,NYSE,6-K,6-K,https://www.sec.gov/Archives/edgar/data/1857047/000110465926109104/tm2625762d1_6k.htm,2026-09-21,2026-09-25,,,,0001104659-26-109104/tm2625762d1_6k.htm,0001104659-26-109104,tm2625762d1_6k.htm,6-K,2026-09-21T11:43:36.000Z,2026-09-21,https://data.sec.gov/submissions/CIK0001857047.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
MTSI,0001493594,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1493594/000149359426000038/mtsi-20260703.htm,2026-08-06,2026-09-25,,,,0001493594-26-000038/mtsi-20260703.htm,0001493594-26-000038,mtsi-20260703.htm,10-Q,2026-08-06T20:02:42.000Z,2026-07-03,https://data.sec.gov/submissions/CIK0001493594.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
MU,0000723125,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/723125/000110465926101067/tm2624017d1_8k.htm,2026-08-26,2026-09-25,,,,0001104659-26-101067/tm2624017d1_8k.htm,0001104659-26-101067,tm2624017d1_8k.htm,8-K,2026-08-26T12:06:55.000Z,2026-08-24,https://data.sec.gov/submissions/CIK0000723125.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
NBIS,0001513845,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/1513845/000110465926105749/tm2624958d1_6k.htm,2026-09-08,2026-09-25,,,,0001104659-26-105749/tm2624958d1_6k.htm,0001104659-26-105749,tm2624958d1_6k.htm,6-K,2026-09-08T14:02:31.000Z,2026-09-08,https://data.sec.gov/submissions/CIK0001513845.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
NNE,0001923891,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1923891/000149315226043128/form8-k.htm,2026-09-17,2026-09-25,,,,0001493152-26-043128/form8-k.htm,0001493152-26-043128,form8-k.htm,8-K,2026-09-17T20:15:40.000Z,2026-09-17,https://data.sec.gov/submissions/CIK0001923891.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
NUCL,0002089283,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2089283/000110465926098801/tm2623624d1_8k.htm,2026-08-19,2026-09-25,,,,0001104659-26-098801/tm2623624d1_8k.htm,0001104659-26-098801,tm2623624d1_8k.htm,8-K,2026-08-19T20:43:05.000Z,2026-08-19,https://data.sec.gov/submissions/CIK0002089283.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
NWPX,0001001385,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1001385/000143774926025050/nwpx20260630_10q.htm,2026-07-30,2026-09-25,,,,0001437749-26-025050/nwpx20260630_10q.htm,0001437749-26-025050,nwpx20260630_10q.htm,10-Q,2026-07-30T20:04:27.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001001385.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
OCC,0001000230,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1000230/000143774926030174/occ20260910_8k.htm,2026-09-11,2026-09-25,,,,0001437749-26-030174/occ20260910_8k.htm,0001437749-26-030174,occ20260910_8k.htm,8-K,2026-09-11T20:15:22.000Z,2026-09-09,https://data.sec.gov/submissions/CIK0001000230.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
OKLO,0001849056,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1849056/000110465926106897/tm2625056d1_8k.htm,2026-09-11,2026-09-25,,,,0001104659-26-106897/tm2625056d1_8k.htm,0001104659-26-106897,tm2625056d1_8k.htm,8-K,2026-09-11T11:37:02.000Z,2026-09-10,https://data.sec.gov/submissions/CIK0001849056.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
ONDS,0001646188,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1646188/000121390026102458/ea0306273-8k_ondas.htm,2026-09-23,2026-09-25,,,,0001213900-26-102458/ea0306273-8k_ondas.htm,0001213900-26-102458,ea0306273-8k_ondas.htm,8-K,2026-09-23T14:42:31.000Z,2026-09-23,https://data.sec.gov/submissions/CIK0001646188.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
POET,0001437424,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/1437424/000117184326005894/f6k_090426.htm,2026-09-04,2026-09-25,,,,0001171843-26-005894/f6k_090426.htm,0001171843-26-005894,f6k_090426.htm,6-K,2026-09-04T21:06:38.000Z,2026-09-04,https://data.sec.gov/submissions/CIK0001437424.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
PWR,0001050915,NYSE,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1050915/000119312526391989/d78508d8k.htm,2026-09-15,2026-09-25,,,,0001193125-26-391989/d78508d8k.htm,0001193125-26-391989,d78508d8k.htm,8-K,2026-09-15T20:30:22.000Z,2026-09-09,https://data.sec.gov/submissions/CIK0001050915.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
QBTS,0001907982,Nasdaq,8-K,8-K/A,https://www.sec.gov/Archives/edgar/data/1907982/000190798226000155/qbts-20260819.htm,2026-09-22,2026-09-25,,,,0001907982-26-000155/qbts-20260819.htm,0001907982-26-000155,qbts-20260819.htm,8-K/A,2026-09-22T21:06:27.000Z,2026-08-19,https://data.sec.gov/submissions/CIK0001907982.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
QNT,0002110105,Nasdaq,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2110105/000162828026060934/qnt-20260908.htm,2026-09-08,2026-09-25,,,,0001628280-26-060934/qnt-20260908.htm,0001628280-26-060934,qnt-20260908.htm,8-K,2026-09-08T20:46:55.000Z,2026-09-08,https://data.sec.gov/submissions/CIK0002110105.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
QSI,0001816431,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1816431/000181643126000056/qsi-20260630.htm,2026-08-13,2026-09-25,,,,0001816431-26-000056/qsi-20260630.htm,0001816431-26-000056,qsi-20260630.htm,10-Q,2026-08-13T20:55:45.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001816431.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
QTEX,0001837493,Nasdaq,6-K,6-K,https://www.sec.gov/Archives/edgar/data/1837493/000118518526004282/qtrex6k092226.htm,2026-09-24,2026-09-25,,,,0001185185-26-004282/qtrex6k092226.htm,0001185185-26-004282,qtrex6k092226.htm,6-K,2026-09-24T20:45:35.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001837493.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,6-K,0,,,0,0,0,0,
QUBT,0001758009,Nasdaq,8-K,8-K/A,https://www.sec.gov/Archives/edgar/data/1758009/000121390026098032/ea0304512-8ka1_quantum.htm,2026-09-08,2026-09-25,,,,0001213900-26-098032/ea0304512-8ka1_quantum.htm,0001213900-26-098032,ea0304512-8ka1_quantum.htm,8-K/A,2026-09-08T20:01:37.000Z,2026-06-22,https://data.sec.gov/submissions/CIK0001758009.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,8-K,0,,,0,0,0,0,
RCAT,0000748268,Nasdaq,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/748268/000162828026054368/rcat-20260630.htm,2026-08-06,2026-09-25,,,,0001628280-26-054368/rcat-20260630.htm,0001628280-26-054368,rcat-20260630.htm,10-Q,2026-08-06T20:27:09.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0000748268.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
RDW,0001819810,NYSE,10-Q,10-Q,https://www.sec.gov/Archives/edgar/data/1819810/000181981026000124/rdw-20260630.htm,2026-08-06,2026-09-25,,,,0001819810-26-000124/rdw-20260630.htm,0001819810-26-000124,rdw-20260630.htm,10-Q,2026-08-06T20:15:15.000Z,2026-06-30,https://data.sec.gov/submissions/CIK0001819810.json,latest-supported,material_event_or_periodic_filing,material_event_or_periodic_filing,selected_latest_supported_filing,10-Q,0,,,0,0,0,0,
